Cluster ‐ 1,,,,,,,,,
RT.NO.,From,To,Fare Stage,"Actual STA
Buses",Route length,Frequency,"No. of buses
required","DTC Sch.
Buses(60%)","DIMTS Sch.
Buses(40%)"
109,Rly Station/Azadpur,Bankner Village,"1. Fateh Puri 2. Mori Gate/Isbt 3. Ice Factory 4. Clock Tower 5. Rp Bagh 6. Bara Bagh 7. Adarsh Ngr 8. Gtk Depot 9. Badli  Xing  Gt.Road  10.  Nangli  Poonam  11.  Budh  Pur  12.  Alipur  13.  Alipur  Garhi  14.  Arvind  Farm  15.  Shah  Pur
Garhi16. Bohar Garh 17. Narela 18.Bankner Village",4,22,15,12,7,5
112,Fateh Puri,Shaffiabad Border,"1. Fateh Puri 2. Isbt/Mori Gate 3. Old Sectt 4. Gtb Ngr 5. Model Town‐Ii 6. Adarsh Ngr 7. Gtk Depot 8. Badli Gt Rd.
9. Nangli Poonam 10. Budh Pur 11. Alipur 12. Alipur Garhi  13. Arvindo Farm 14. Shahpur Garhi 15. Bhor Garh 16. Narela 17. Shafiabad Xing 18. Safiabad Bdr.",4,34.5,15,18,11,7
113,Fateh Puri,Sannoth Village,"1. Fateh Puri 2. Isbt/Mori Gate 3. Old Sectt 4. Gtb Ngr 9. Esi Hospital 10. Rohini Sec‐16 11. Shahbad Daulat Pur 12. Shahbad  Dairy 13. Prehlad Pur  14. Barwala 15. Pooth  Khurd  16. Dhake Wala 17. Bawana 18. Ghoga  A.F.Stn. 19.
Sanoth Xing 20. Sanoth Village",0,37.2,15,20,12,8
114,Fateh Puri,Qutab Garh/Q.G.Bor der,"1. Fateh Puri 2. Mori Gate/Isbt 3. Ice Factory 4. Clock Tower 5. Maurice Ngr 6. Gtb Ngr 7. Model Town‐Ii 8. Ashok Vihar Xing 9. W.P. Depot ‐I 10. Jd Blk Pitam Pura 11. C‐Blk Saraswati Vihar 12. Mangol Pur School 13. Mangol Pur Khurd 14. Pooth Kala 15. Begam Pur 16. Karala 17. Kanjhawala 18. Lad Pur 19. Jounti 20. Punjab Khor 21. Qutab
Garh 22. Qutab Garh Bdr",14,41.6,10,33,20,13
117,"Old Delhi Rly.
Stn.",Bhalsva JJ Coly,1.  Rly.  Station  2.  Mori  Gate/  Isbt  3.  Ice  Factory  4.  Kishan  Ganj  Dispensary  5.  Gulabi  Bagh  6.  Bharat  Ngr.  Xing  7. Wazir Pur Jj Cly. 8. Ashok Vihar W/Tank 9. Ashok Vihar Xing 10. Adarsh Ngr. 11. Gtk Depot 12. Balswa Jj Cly.,0,17,15,9,5,4
119,Fateh Puri,Bajit Pur Village,"1. Fateh Puri 2. Mori Gate/Isbt 3. Ice Factory 4. Clock Tower 5. Rp Bagh 6. Bara Bagh 7. Adarsh Ngr 8. Gtk Depot 9. Rohini Sec‐18 10. Shahbad Daulat Pur 11. Shahbad Dairy 12. Prehlad Pur 13. Barwala 14. Pooth Khurd 15. Dhake
Wala 16. Bawana  17. Dariya Pur 18. Bajit Pur.",1,35.3,15,19,11,8
120,Kend.Terminal,Narela,"1. Kend Terminal 2. Patel Chowk 3. Mandi House 4. Delhi Gate 5. Shanti Van 6. Yamuna Bzr 7. Isbt 8. Old Sectt 9. Gtb  Ngr  10.  Model  Town‐Ii  11.  Adarsh  Ngr  12.  Gtk  Depot  13.  Badli  Gt  Rd  14.  Nangli  Poonam  15.  Budh  Pur  16.
Alipur 17. Bakouli 18. Kham Pur 19. Singhola 20. Singhu Bdr 21. Pithory 22. Narela .",3,44.6,15,24,14,10
123,Mori Gate T.,Harewali Border,"1.Mori Gate 2. Ice Factory 3. Maurice Nagar4 GTB Nagar 5. Model Town ‐II 6 Adrash Nagar 7. Gtk Depot 8. Haider Pur  W/Works  9.  Vidya  Vihar  Marg  Xing  10.  D‐2  Pkt  Rohini  S‐15  11.  Rohini  Sec‐16.  12.  Shahbad  Daulat  Pur  13. Shahbad Dairy 14. Prehlad Pur 15. Barwala 16. Pooth Khurd 17. Dhakewala 18. Bawana 19. Darya Pur 20. Harewali
Vill. 21. Harewali Bdr.",0,31,15,17,10,7
124,Fateh Puri,Mukhmel Pur,1. Fateh Puri 2. Mori Gate/Isbt 3. Ice Factory 4. Clock Tower 5. Maurice Ngr 6.Gtb Ngr 7. Model Town‐Ii 8. Adarsh Ngr 9. Gtk Depot 10. Badli Gt Rd. 11. Nangli Poonam 12. Budh Pur 13. Alipur 14. Jind Pur 15. Mukhmelpur.,1,28.9,15,15,9,6
125,Fateh Puri,Palla,"1. Fateh Puri 2. Mori Gate/Isbt 3. Ice Factory 4. Clock Tower 5. Rp Bagh 6. Bara Bagh 7. Adarsh Ngr 8. Gtk Depot 9.. Badli Gt Rd. 10. Nangli Poonam 11. Budh Pur 12. Alipur  13. Bakouli Xing 14. Bakhtawer Pur School 15. Bakhtawer
Pur Vill. 16. Akber Pur Majra 17. Palla.",14,30.9,10,25,15,10
126,Fateh Puri,Badli,"1. Fateh Puri 2. Mori Gate/Isbt 3. Ice Factory 4. Clock Tower 5. Maurice Ngr 6.Gtb Ngr 7. Model Town‐Ii 8. Adarsh
Ngr 9. Gtk Depot 10. Badli Gt Village.",0,18.1,15,10,6,4
127,Fateh Puri,Haiderpur Village,"1. Fateh Puri 2. Mori Gate/Isbt 3. Ice Factory 4. Clock Tower 5. Rp Bagh 6. Bara Bagh 7.Shalimar Bagh Xing 8. Ae‐
Shalimar 9. Bh‐Blk Shalimar Bagh 10. Haider Pur Village.",10,12.6,12,8,5,3
128,Mori Gate (T),Khera Khurd,"1. Mori Gate/Isbt 2. Ice Factory 3. Clock Tower 4. Rp Bagh 5. Bara Bagh 6. Adarsh Ngr 7. Gtk Depot8. Badli Gt Rd.
9. Nangli Poonam 10 . Khera Kalan 11. Khera Khurd.",0,21.3,15,11,7,4
129,Fatehpuri / Azadpur,Jhingola Village,"Fatehpuri, Mori Gate, Ice Factory, Clock Tower, RP Bagh, Barabagh, Adarsh Ngr, GTK Depot, Badli GT Rd, Nangli Ponam, Budhpur, Alipur, Bakoli Xing, Bhaktawarpur Sch, Bhatawar Vill, Akbarpur Majara, Jhingola",0,31.3,15,17,10,7
131,Fateh Puri,Lampur Border,"1. Fateh Puri 2. Mori Gate/Isbt 3. Ice Factory 4. Clock Tower 5. Rp Bagh 6. Bara Bagh 7. Adarsh Ngr 8. Gtk Depot 9.. Badli Gt Rd. 10. Nangli Poonam 11. Budh Pur 12. Alipur 13. Bakouli  14. Kham Pur 15. Singhola 16. Singhu Bdr  17.
Desu Cly 18. Narela 19. Bakner 20. Lampur Bdr.",23,35.8,5,57,34,23
133,Mori Gate(T),Narela,"1. Mori Gate/Isbt 2. Ice Factory 3. Clock Tower 4. Rp Bagh 5. Bara Bagh 6. Adarsh Ngr 7. Gtk Depot 8. Rohini Sec‐18
9. Shahbad Daulat Pur 10. Shahbad Dairy 11. Prehlad Pur 12. Barwala 13. Pooth Khurd 14. Dhake Wala 15. Bawana
16. Ghoga Air Force Station 17. Sanoth Xing 18. Vishal Bagh 19. Narela .",12,37.5,10,30,18,12
135,Delhi Sectt,Narela,"1. Delhi Sectt. 2. Delhi Gate 3. Shanti Van 4. Yamuna Bzr 5. Isbt 6. Old Sectt 7. Gtb Ngr 8. Model Town‐Ii 9. Adarsh
Ngr 10. Gtk Depot 11. Badli Gt Rd 12. Nangli Poonam 13. Budh Pur 14. Alipur 15. Alipur Garhi 16. Arvind Farm 17. Shahpur Garhi 18. Bhore Garh 19. Narela.",2,30,15,16,10,6
136,Rly Station/Azadpur,Ghoga Village,"1.Rly Station 2. Mori Gate/ISBT 3. Ice Factory 4. Clock Tower 5. R.P. Bagh 6. Bara Bagh 7. Adarsh Ngr 8. Gtk Depot
9. Badli Gt Rd. 10. Nangli Poonam 11. Budh Pur 12. Alipur 13. Bakouli 14. Kham Pur 15. Singhola 16. Singhu Bdr 17. Desu Cly 18. Narela 19. Vishal Bagh 20. Sanoth Xing 21. Ghoga  Village",2,27.9,15,15,9,6
137,Fateh Puri,Holumbi Kalan,"1. Fateh Puri 2. Mori Gate/Isbt 3. Ice Factory 4. Clock Tower 5. Maurice Ngr 6.Gtb Ngr 7. Model Town‐Ii 8. Adarsh
Ngr  9.  Gtk  Depot  10.  Badli  Gt  Rd.  11.  Nangli  Poonam  12.  Khera  Kala  13.  Khera  Khurd  14.  Holambi  Khurd  15. Holambi Kalan",4,29.7,15,16,10,6
138,Fateh Puri,Hamid Pur,"1. Fateh Puri 2. Mori Gate/Isbt 3. Ice Factory 4. Clock Tower 5. Rp Bagh 6. Bara Bagh 7. Adarsh Ngr 8. Gtk Depot 9..
Badli Gt Rd. 10. Nangli Poonam 11. Budh Pur 12. Alipur 13. Bakouli  14. Hamid Pur.",1,26.7,15,14,9,5
139,Shivaji Stadium,Bhalswa Cluster,"1.  Shivaji  Satdium  2.  Mandi  House  3.  Delhi  Gate  4.  Shanti  Van  5.  Yamuna  Bzr.  6.  Isbt  7.  Old  Sectt  8.  Gtb  Ngr  9.
Model Town‐Ii 1. Adarsh Ngr 11. Jahangir Puri K‐Blk. 12. Bhalswa Cluster",0,22.7,15,12,7,5
142,ISBT,"E Block
Jhagirpuri","ISBT, Ice Factory, Kishanganj Dispensary, Gulabi Bagh, Bharat Ngr Xing, Wazirpur JJ Cly, Ashok Vihar W/T, Ashok
Vihar Xing, Adarsh Ngr, E Block Jhagirpuri",12,17.7,10,14,8,6
144,Fatehpuri,"Shingu
School","Fatehpuri, Mori Gate / ISBT, Ice Factory, Clock Tower, RP Bagh, Bara Bagh, Adarsh Ngr, GTK (D), Badli GT Rd,
Nangli Ponam, Budhpur, Alipur, Bakoli, Khampur, Singhola, Shingu School",11,31.5,10,25,15,10
146,Fatehpuri / Azadpur,Hiranki Village,"Fatehpuri, Mori Gate / ISBT, Ice Factory, Clock Tower, RP Bagh, Bara Bagh, Adarsh Ngr, GTK Depot, Badli GT Rd, Nangli Ponam, Budhpur, Alipur, Bakoli Xing, Bakhtawarpur School, Bakhtawar-pur Vill, Mohd Pur, Hiranki Village",1,29.1,15,16,9,7
147,"Fatehpuri /
Azadpur",Tiggipur,"Fatehpuri, Mori Gate / ISBT, Ice Factory, Clock Tower, RP Bagh, Bara Bagh, Adarsh Ngr, GTK Depot,Badli GT Rd,
Nangli Ponam, Budhpur, Alipur, Bakoli Xing, Bakhtawarpur School, Bakhtawar-pur Vill, Tiggipur",1,29.1,15,16,9,7
148,Fateh Puri,Tikri Khurd,1. Fateh Puri 2. Mori gate/ISBT 3. Ice Factory 4. Clock Tower 5. R.P.Bagh 6. Bara Bagh 7. Adarsh Ngr 8. Gtk Depot 9. Badli Xing Gt Road 10. Nangli Poonam 11. Budh Pur12. Alipur 13. Bakouli Xing 14. Khampur 15. Tikri Khurd.,1,25.5,15,14,8,6
149,Fateh Puri,Tajpur Kalan Village,"1. Fateh Puri 2. Mori gate/ISBT 3. Ice Factory 4. Clock Tower 5. R.P.Bagh 6. Bara Bagh 7. Adarsh Ngr 8. Gtk Depot 9. Badli  Xing  Gt  Road  10.  Nangli  Poonam  11.  Budh  Pur12.  Alipur  13.  Bakouli  Xing  14.Bakhtawer  Pur  School
15.Bakhtawer Pur 16. Taj Pur Kalan",0,19,15,10,6,4
154,Mori Gate,Dahisara Border,"1. Mori gate T. 2. Ice Factory 3. Clock Tower 4. R.P.Bagh 5. Bara Bagh 6.Adrash Nagar 7.Gtk Depot 8. Badli Xing Gt Road 9. Nangli Poonam 10. Budh Pur 11. Alipur 12 Bakoli Xing 13. Bakhtawer Pur School 14 Baktwer Pur. 15.Akbar
Pur Majra 16. Palla Xing 17. Dehisara Bdr.",0,31,15,17,10,7
158,Azad  Pur,Ghoga Village,"1.  Azad  Pur  2.  Adarsh  Ngr  3..Gtk  Depot  4.  Badli  Xing  Gt  Rd.  5.  Nangli  Poonam  6.Khera  Kalan  7.  Khera  Khurd  8.
Holumbi Khurd 9.Holumbi Kalan 10. Sanoth Xing 11. Ghoga Village",0,23.6,15,13,8,5
161,Fateh Puri,Sultan Pur Dabas,"1. Fateh Puri 2. Mori gate/ISBT 3. Ice Factory 4. Clock Tower 5. R.P.Bagh 6. Bara Bagh 7. Adarsh Ngr 8. Gtk Depot 9. Hedarpur  W.W. 10.Esi Hospital Rohini 11. Rohini Sect‐16 12.Shah Bad Daulat Pur 13. Shahbad  Dairy 14. Prahlad
Pur 15. Bawala 16. Pooth Khurd 17. Sultan Pur Dabas",0,22.9,15,12,7,5
167,Shivaji Stadium,"Uttri
Pritampura","Shivaji Std, Mandi House, Delhi Gate, Shantivan, Jamuna Bazar, ISBT, Old Sectt, GTB Ngr, Model Town-II, Ashok
Vihar Xing, Wazirpur Depot, KD Block Morya Enclv, Uttri Pritampura",0,21.2,15,11,7,4
171,Shivaji Stdm.,Holumbi Kalan JJ colony,"1.  Shivaji  Stadium  2.  Minto  Road  3.  Delhi  Gate  4.  Red  Fort  5.  Isbt  6.  Old  Sectt  7.  Gtb  Ngr  8.  Model  Town  ‐Ii  9. Adarsh Ngr 10. Gtk Depot 11. Badli Gt Road 12. Nangli Poonam 13. Budh Pur 14. Alipur 15. Ali Pur Garhi 16. Minda
Farm 17. Holambi Khurd 18. Holambi Kaln 19. Jj Cly Holambi Kalan.",0,34,15,18,11,7
172,New Delhi Rly.Stn.,Holumbi Khurd.JJ colony,"1. N.D Rly Stn Gate‐Ii 2. Delhi Gate 3.   Red Fort 4. Isbt 5 . Ice Factory 6. Clock Tower 7. Rp Bagh 8. Bara Bagh 9. Adarsh Ngr 10. Gtk Depot 11. Badli Gt Rd. 12. Nangli Poonam 13. Khera Kaln 14. Khera Khurd 15. Holumbi Khurd
16. Holumbi Khurd Jj Cly.",1,30,15,16,10,6
173,J.l.Nehru Stadium/G.T.B NGR,A-5/6 Narela,"1. J.L.Nehru Stadium 2. Bharti Ngr 3. Shahjahan Rd 4. Supreme Court 5. Delhi Gate 6. Shanti Van 7. Jamuna Bzr 8. Isbt 9. Old Sectt 10. Gtb Ngr 11. Model Town ‐Ii 12. Adarsh Ngr 13. Gtk Depot 14. Badli Gt Rd 15. Nangli Poonam
16. Budh Pur 17. Alipur 18. Bakouli Xing 19. Kham Pur  20. Tikri Khurd 21. A‐7 Xing Narela 22. A‐9 Narela 23. A‐5/6
Narela",0,42,15,22,13,9
174,AzadPur,Kanjhawla,"1.Azadpur 2. Ashok Vihar Xing 3. Wpd 4.Jd Blk Pittampura 5. C‐Blk Saraswati Vihar 6. Mangolpur School 7. Mangol
Pur Khurd 8. Pooth Kalan 9. Begam Pur 10. Karala 11. Kanjawala.",0,21.1,15,11,7,4
175,Fatehpuri,Lampur Border,"Fatehpuri, Mori Gate / ISBT, Ice Factory, Clock Tower, RP Bagh, Bara Bagh, Adarsh Ngr, GTK (D), Badli GT Rd, Nangli  Ponam,  Budhpur,  Alipur,  Alipur  Garhi,  Arvind  Farm,  Shahpur  Garhi,  Bhore  Garh,  Narela,  Bakner,  Lampur
Border",7,33.3,12,22,13,9
179,Azadpur (T),Narela,"1.  Azadpur  2.  Adarsh  Ngr  3.  GTK  D  4.  Badli  GT  Rd  5.  Nangli  Ponam  6.  Khera  Kalan  7.  Khera  Khurd  8.  Holumbi  Khurd  9.
Holumbi Kalan 10. Shahpur Garhi 11. Bhore Garh 12. Narela",0,24.8,15,13,8,5
183,Old Delhi Rly.Stn.,"A-I,Rhn
Sec.18","1. Rly Station 2. Mori Gate/Isbt 3. Ice Factory 4. Clock Tower 5. Rp Bagh 6. Bara Bagh 7. Shalimar Xing 8. Ae‐Blk Shalimar  Bagh  9.  Bh‐Blk  Shalimar  Bagh  10  .Haider  Pur  11.  Haider  Pur  W/Works  12.  Vidya  Vihar  Marg  Xing  13.
Rohini Sec‐18.",6,15.3,12,10,6,4
188,Kend.Terminal,Qutab Garh,"1. Kend Terminal 2. Patel Chowk 3. Mandi House 4. Delhi Gate 5. Shanti Van 6. Yamuna Bzr 7. Isbt 8. Old Sectt 9. Gtb Ngr 10. Model Town‐Ii 11. Adarsh Ngr 12. Gtk Depot 13. Rohini Sec‐18 14. Shahbad Daulat Pur 15. Shahbad Dairy 16. Prehlad Pur 17. Barawala 18. Pooth Khurd 19. Dhake Wala 20. Bawana 21. Dariya Pur 22. Auchandi Vill.
23. Auchandi Bdr 24. Mangesh Pur 25. Qutab Garh.",0,52.8,15,28,17,11
191,Mori Gate (T),Harewali Village,1. Mori Gate 2. Old Sectt 3. Gtb Ngr 4. Model Town‐Ii 5. Adarsh Ngr 6. Gtk Depot 7. Haider Pur W/Works 8. Esi Hosp. Rohini  9. Sec‐16 Rohini  10. Shahbad  Daulat Pur  11. Shahbad  Dairy 12. Prehlad  Pur  13. Barwala  14. Pooth Khurd 15. Dhake Wala 16. Bawana 17. Dariya Pur  18. Harewali Xing 19. Harewali Village.,0,37.5,15,20,12,8
193,Mori Gate (T),Narela Terminal,"1. Mori Gate 2. Old Sectt 3. Gtb Ngr 4. Model Town ‐Ii 5. Adarsh Ngr 6. Gtk Depot 7. Badli Gt Rd 8. Nangli Poonam
9. Budh Pur 10. Alipur 11. Bakauli 12. Kham Pur 13. Singhola 14. Singhu Bdr 15. Narela A/5‐6 16. Satyavadi Raja Harish Chander Hosp.17. Narela Terminal.",0,31.9,15,17,10,7
194,Fateh Puri,Bakoli Temple,"1. Fateh Puri 2. Mori Gate/Isbt 3. Ice Factory 4. Clock Tower 5. Rp Bagh 6. Bara Bagh 7 Adarsh Ngr 8. Gtk Depot 9.
Badali Xing G. T. Rd. 10. Nangli Poonam 11. Budh Pur 12. Ali Pur 13.Bakoli Temple",1,24,15,13,8,5
197,Old Delhi Rly.Stn.,"Raja Pur Prashant
Vihar",1. O.D.Rly Station 2. Mori Gate/Isbt 3. Ice Factory 4. Clock Tower 5. Maurice Ngr 6. Gtb Ngr 7. Model Town‐Ii 8. Ashok Vihar Xing 9. Wp Depot‐I 10. Kd Blk Maurya Enclave 11. Raja Pur (Prashant Vihar ),0,15.2,15,8,5,3
199,Kamla Market,Yadav Nagar,"1. Kamla Mkt. 2. Delhi Gate 3. Shanti Van 4. Yamuna Bzr 5. Isbt 6. Old Sectt 7. Gtb Ngr 8. Model Town‐Ii 9. Adarsh
Ngr  10. Gtk Depot 11. Badli Gt Rd 12. Yadav Ngr.",0,23.3,15,12,7,5
988,Palika Kendra,Qutab Garh,"Palik  Kendra,  Kend  (T), RML  Hosp,  Mandir  Marg,  Jhandewalan,  GGS  Marg,  Sarai  Rohilla,  Zakhira,  PB  (T), Wazirpur (D), JD Block Pitampura, Rohini Sec-7 / 8 Xing, Vidhya Vihar Marg, Pkt D-2/15 Rohini, Rohini Se-16, Shahbad  Daulatpur,  Shahbad  Dairy,  Perhladpur,  Barwala,  Pooth  Khurd,  Dhakewala,  Bawana,  Dariyapur,
Bajitpur, Katewara, Qutab Garh",0,47,15,25,15,10
114a,Jat Khor,Azad Pur,"1.Azad Pur 2. Ashok Vihar Xing 3. W.P. Depot ‐I  4. Jd Blk Pitam Pura 5. C‐Blk Saraswati Vihar 6. Mangol Pur School
7. Mangol Pur Khurd 8. Pooth Kala 9. Begam Pur 10. Karala 11. Kanjhawala 12. Lad Pur 13. Jounti 14. Jat Khor",0,29,15,15,9,6
114B,Azadpur,Rama Vihar,"1. Ashok Vihar Crossing, 2. Wazirpur Depot, 3. Mangolpur, 4. Budh Vihar",0,16.2,15,9,5,4
144a,Singhu Border,Kamla Mkt,"Shingu Border, Shingola, Khampur, Bakouli, Alipur, Budhpur, Nangli Ponam, Badli GT Rd, GTK Depot, Adarsh Ngr, Ashok Vihar Xing, B -3 Keshavpuram, Shastri Block E Block, Sarai Rohilla, DBGupta Mkt, PS Paharganj, Kamla Mkt",2,36.5,15,19,12,7
174stl,Azadpur (T),Jyonti Border,1.  Azadpur  2.Ashok  Vihar  Xing  3.  WP  Depot  4.  JD  Block  Ppura  5.  C  Block  Sarswati Vihar  6.  Mangolpur  School 7.Mangolpur Khurd 8. Pooth Kalan 9. Begumpur 10. Karala Kanjhawla 11. Ladpur 12. Jyonti 13. Jyonti Border,0,29,15,15,9,6
145,Nehru Vihar,Rohini Sec-18,"Nehru Vihar, BR Hosp, GTB Ngr, Model Town-2, Adarsh Ngr, GTK Depot, Rohini Sec-18",0,14.8,15,8,5,3
141,Fatehpuri,Rithala Village,"1.Mori  Gate/  ISBT,  2.  Ice  Factory,  3.  Partap  Nagar,  4.  Shastri  Nagar,  5.  Kanhaiya  Nagar,  6.  Prem  Badi  Pul,  7.  CD
Block Pitam pura, 8. Power House, 9. Madhuban Chowk, 10. Rohini Sec 7/8, 11. Rithala",0,22.9,15,12,7,5
981,Narela,Tikri Bdr,"1.  Vishal  Bagh,  2.  Sanoth  Crossing,  3.  Ghoga  Air  Force  Station,  4.  bawana,  5.  Bazit  pur  Crossing,  6.  Prem  Pio,  7. Majra Dabas, 8. Chand pur, 9. Kanjhawala School, 10. Ghewra Village, 11. Tikri Piao, 12. Tikri Border.",0,26.4,15,14,8,6
134,ISBT,Ibrahimpur,"1. ISBT, 2. Ice Factory, 3. Clock Tower, 4. Maurice Nagar, 5. GTB Nagar, 6. Model Town ‐ II, 7. Adarsh Nagar, 8. Gtk
Depot, 9. GT Road, 10. Nangli Poonam, 11. Qadi Pur, 12. Ibrahim pur",0,22.5,15,12,7,5
,,,Total Buses,176,,,1066,640,426
Cluster ‐ 10,,,,,,,,,
RT.NO.,From,To,Fare Stage,"Actual STA
Buses",Route length,Frequency,"No. of buses
required","DTC Sch.
Buses(60%)","DIMTS Sch.
Buses(40%)"
122,Alipur,Nangloi,"Nangloi,  Mundka,  Hirankunda,  Ghewra  Xing,  Kanjhawala  Sch,  Kanjhawala,  Chandpur,  Prem  Pio,  Bajitpur
Xing,  Bawana,  Dhakewala,  Pooth  Khurd,  Barwala,  Perhladpur,  Saruti  Farm  House,  Dhanjit  Sch,  Khera Khurd, Holumbi Khurd, Holumbi Kalan, Arvind Farm, Alipur Garhi, Alipur",0,40,15,21,13,8
182,Old Delhi Rly.Stn.,Rithala,"1. O.D.Rly Station 2. Mori Gate/Isbt 3. Ice Factory 4. Kishan Ganj Mkt 5. Daya Basti 6. Zakhira 7. P.B.Terminal 8. Mahendra Park 9. Saraswati Vihar 10. Mangol Pur School 11. Avantika 12. Rohini Sec‐3,4,5,6 Xing 13. Rithala.",0,24.1,15,13,8,5
219,Rly.Station,Nangloi,"1. Rly Station 2. Isbt/ Mori Gate 3. Ice Factory 4. K.G.Mkt. 5. Daya Basti 6. Zakhira 7. P.B. Terminal 8. Madi Pur Jj Cly
9. Peera Garhi 10. Jwala Puri 11. Nangloi .",12,19.9,10,16,10,6
232,Rly.Station,B.Block Mangol Puri,"1. Rly Station 2. Isbt/Mori Gate 3. Ice Factory 4.Kishan Ganj Market 5. Daya Basti 6. Zakhira 7. P.B.Terminal 8. Madi
Pur Jj Cly 9. Peera Garhi 10. B‐Blk Mangol Puri",0,18.6,15,10,6,4
233,Railway Station,Syed Nangloi,"1. Rly Station 2. Isbt/Mori Gate 3. Ice Factory 4. Gg Singh Marg 5. Sarai Rohilla 6. E‐Blk Shastri Nagar 7. Zakhira 8.
P.B.Terminal 9. Madi Pur Jj Cly 10. Road No 29/30 Xing 11. Paschim Vihar W/Tank 12. Guru  Hari Kishan Ngr 13. Nangloi Syed.",0,21.2,15,11,7,4
254,Babar Pur Extn.,Nangloi JJ CLY,"1. Babar Pur Extn 2. C‐4 Yamuna Vihar 3. Bhajan Pura  4. Nanak Sar 5. Jagat Pur 6. Burari Xing 7. Mukand Pur 8.8. Gtk  By  Pass  9.  Haider  Pur  W/Works  10.  Uttari  Pitam  Pura  11.  C‐Blk  Saraswati  Vihar  12.  Mangol  Pur  School  13.
Peera Garhi 14. Jwala Puri 15. Nangloi Jj Cly No. ‐2.",41,29.5,5,47,28,19
568,S.J.Terminal,Mangolpuri Q.Block,"1. S.J.Terml 2. S.J.Hospital 3. Nauroji Ngr 4. Moti Bagh 5. Dhaula Kuan 6. R.R.Line 7. Barar Square 8. Naraina Vill.9.
Mpdepot  10. Raja Garden  11. Pun.Bagh Club 12. P.B.Trl.13. Madipur Jj Colony 14. Peera Garhi 15. B‐Blk.Mangol Puri16. Q.Blk Mangolpuri",11,28.6,10,23,14,9
569,S.J.Terminal,Sultanpuri D- Blk,"1. S.J.Terml 2. S.J.Hospital 3. Nauroji Ngr 4. Moti Bagh 5. Dhaula Kuan 6. R.R.Line 7. Barar Square 8. Naraina Vill.9. Mpdepot 10. Raja Garden 11. Pun.Bagh Club 12. P.B.Trl.13. Madipur Jj Colony 14. Peera Garhi 15. Jwala Puri 16.
Nangloi 17. Sultanpuri D‐Block",13,29.6,10,24,14,10
849,Tilak Nagar,Nangloi JJ Cly.,"1. Tilak Ngr 2. Hn Depot 3. Beri Wala Bagh 4. Mp Depot 5. Raja Garden 6. P.B. Club 7. P. Bagh T. 8. Madi Pur  Jj
Cly9. Peera Garhi 10 Jawala Puri 11. Nangloi Jj  Cly",2,18.4,15,10,6,4
902,Rly  Station,Shakurpur JJ Cly,"1   Rly Station 2   Mori Gate/ Isbt 3   Ice Factory 4   G  G   Singh Marg 5   Sarai Rohilla 6   E‐Blk Shastri Ngr 7   Zakhira
8   P   Bagh T   9   Sakoor Pur Jj Cly",0,12.9,15,7,4,3
903,R-Blk  New Rajind,Sultan Puri,"1    R    Blk New  Rajinder Ngr  2, W    Patel Ngr  3    Moti Ngr   4    Zakhira 5    P    Bagh  T    6    Madi Pur  Jj Cly 7    Peera
Garhi Chowk 8   B‐Block Mangol Puri 9 Q‐Block Mangol Puri 10 sultan Puri",0,19,15,10,6,4
906,West Enclave,I  S  B  T,"1   Isbt 2  Ice Factory 3   Gg Singh Marg 4   Sarai Rohilla 5   E‐Blk Shastri Bagh 6   Zakhira 7   P   Bagh T    8   Mahindra
Park 9   Kesav Mahavidyala 10   West Enclave",0,17.1,15,9,5,4
907,Mori Gate (T),Nilothi Extension,"1  Mori Gate 2   Sta Office 3   Old Sectt   4   Majnu Ka Tila 5   Jagat Pur 6   Burari Xing 7   Mukand Pur 8   Gtk By Pass
9   Haider Pur Ww   10 Uttri Pitam Pura 11   C‐Blk Saraswati V  12  Mangolpur School 13   Peera Garhi 14   Jawala Puri 15   Nangloi 16   Adhaya Park Ngr 17   Nilothi Village 18   Nilothi Ext",0,29.1,15,16,9,7
918,Ambedkar Stdm,Nangloi JJ Cly 2,"1   Ambedkar Stadium 2   Ajmeri Gate 3   P  S     Pahar Ganj 4   D  B   Gupta Mkt 5   Sarai Rohilla 6   Zhakhira 7   P
Bagh T  8   Madi Pur Jj Cly 9   Peera Garhi 10   Jawala Puri 11   Nangloi Jj Cly ‐2",28,15.3,5,24,15,9
923,Fateh Puri,Najaf Garh,"1   Fateh Puri 2   Mori Gate/ Isbt 3   Ice Factory 4   G   G  S   Marg5   Sarai Rohilla 6   Zakhira 7   P   Bagh 8   Madi Pur Jj Cly 9   Peera Garhi 10   Jawala Puri 11   Nangloi 12   Nilothi Xing13  Ranhola 14  Tilangpur Kotla 15   Baprola 16
Dkd 17   Najaf Garh",19,30.4,10,24,15,9
924,Railway Station,Majra Dabas,1  Railway Station 2   Isbt/Mori Gate3   Ice Factory 4  G  G  Marg 5  Sarai Rohila 6  Zakhira   7   P  Bagh T   8   Madi Pur  Jj  Cly  9    Peera  Garhi10    Jawala  Puri   11    Nangloi  Jj  Cly  12    Kamruddin  Ngr    Xing   13    Mundka   14    Hiran Kudna Xing  15  Ghewar Vill  16 Anjhawala School  17   Kanjhawala Vill  18   Chand Pur 19   Majra Dabas,0,23.7,15,13,8,5
